Date,Time,PAR (raw),Datetime (UTC),Datetime (AST),PAR (calc),,Serial #:,6521
7/26/23,4:18:47,56,7/26/2023 4:18:47,7/26/2023 0:28:23,0.034360355,,,
7/26/23,4:18:48,56,7/26/2023 4:18:48,7/26/2023 0:28:24,0.034360355,,,
7/26/23,4:18:49,56,7/26/2023 4:18:49,7/26/2023 0:28:25,0.034360355,,,
7/26/23,4:18:50,56,7/26/2023 4:18:50,7/26/2023 0:28:26,0.034360355,,,
7/26/23,4:18:51,56,7/26/2023 4:18:51,7/26/2023 0:28:27,0.034360355,,,
7/26/23,4:18:53,56,7/26/2023 4:18:53,7/26/2023 0:28:29,0.034360355,,,
7/26/23,4:18:54,56,7/26/2023 4:18:54,7/26/2023 0:28:30,0.034360355,,,
7/26/23,4:33:45,55,7/26/2023 4:33:45,7/26/2023 0:43:21,0.034332674,,,
7/26/23,4:33:46,56,7/26/2023 4:33:46,7/26/2023 0:43:22,0.034360355,,,
7/26/23,4:33:47,56,7/26/2023 4:33:47,7/26/2023 0:43:23,0.034360355,,,
7/26/23,4:33:48,56,7/26/2023 4:33:48,7/26/2023 0:43:24,0.034360355,,,
7/26/23,4:33:49,56,7/26/2023 4:33:49,7/26/2023 0:43:25,0.034360355,,,
7/26/23,4:33:50,56,7/26/2023 4:33:50,7/26/2023 0:43:26,0.034360355,,,
7/26/23,4:33:51,56,7/26/2023 4:33:51,7/26/2023 0:43:27,0.034360355,,,
7/26/23,4:33:52,56,7/26/2023 4:33:52,7/26/2023 0:43:28,0.034360355,,,
7/26/23,4:33:54,56,7/26/2023 4:33:54,7/26/2023 0:43:30,0.034360355,,,
7/26/23,4:33:55,56,7/26/2023 4:33:55,7/26/2023 0:43:31,0.034360355,,,
7/26/23,4:48:46,55,7/26/2023 4:48:46,7/26/2023 0:58:22,0.034332674,,,
7/26/23,4:48:47,56,7/26/2023 4:48:47,7/26/2023 0:58:23,0.034360355,,,
7/26/23,4:48:48,56,7/26/2023 4:48:48,7/26/2023 0:58:24,0.034360355,,,
7/26/23,4:48:49,56,7/26/2023 4:48:49,7/26/2023 0:58:25,0.034360355,,,
7/26/23,4:48:50,56,7/26/2023 4:48:50,7/26/2023 0:58:26,0.034360355,,,
7/26/23,4:48:51,56,7/26/2023 4:48:51,7/26/2023 0:58:27,0.034360355,,,
7/26/23,4:48:52,56,7/26/2023 4:48:52,7/26/2023 0:58:28,0.034360355,,,
7/26/23,4:48:53,56,7/26/2023 4:48:53,7/26/2023 0:58:29,0.034360355,,,
7/26/23,4:48:55,56,7/26/2023 4:48:55,7/26/2023 0:58:31,0.034360355,,,
7/26/23,4:48:56,56,7/26/2023 4:48:56,7/26/2023 0:58:32,0.034360355,,,
7/26/23,5:03:47,55,7/26/2023 5:03:47,7/26/2023 1:13:23,0.034332674,,,
7/26/23,5:03:48,56,7/26/2023 5:03:48,7/26/2023 1:13:24,0.034360355,,,
7/26/23,5:03:49,56,7/26/2023 5:03:49,7/26/2023 1:13:25,0.034360355,,,
7/26/23,5:03:50,56,7/26/2023 5:03:50,7/26/2023 1:13:26,0.034360355,,,
7/26/23,5:03:51,56,7/26/2023 5:03:51,7/26/2023 1:13:27,0.034360355,,,
7/26/23,5:03:52,56,7/26/2023 5:03:52,7/26/2023 1:13:28,0.034360355,,,
7/26/23,5:03:53,56,7/26/2023 5:03:53,7/26/2023 1:13:29,0.034360355,,,
7/26/23,5:03:54,56,7/26/2023 5:03:54,7/26/2023 1:13:30,0.034360355,,,
7/26/23,5:03:56,56,7/26/2023 5:03:56,7/26/2023 1:13:32,0.034360355,,,
7/26/23,5:03:57,56,7/26/2023 5:03:57,7/26/2023 1:13:33,0.034360355,,,
7/26/23,5:18:48,55,7/26/2023 5:18:48,7/26/2023 1:28:24,0.034332674,,,
7/26/23,5:18:49,56,7/26/2023 5:18:49,7/26/2023 1:28:25,0.034360355,,,
7/26/23,5:18:50,56,7/26/2023 5:18:50,7/26/2023 1:28:26,0.034360355,,,
7/26/23,5:18:51,56,7/26/2023 5:18:51,7/26/2023 1:28:27,0.034360355,,,
7/26/23,5:18:52,56,7/26/2023 5:18:52,7/26/2023 1:28:28,0.034360355,,,
7/26/23,5:18:53,56,7/26/2023 5:18:53,7/26/2023 1:28:29,0.034360355,,,
7/26/23,5:18:54,56,7/26/2023 5:18:54,7/26/2023 1:28:30,0.034360355,,,
7/26/23,5:18:55,56,7/26/2023 5:18:55,7/26/2023 1:28:31,0.034360355,,,
7/26/23,5:18:57,56,7/26/2023 5:18:57,7/26/2023 1:28:33,0.034360355,,,
7/26/23,5:18:58,56,7/26/2023 5:18:58,7/26/2023 1:28:34,0.034360355,,,
7/26/23,5:33:49,55,7/26/2023 5:33:49,7/26/2023 1:43:25,0.034332674,,,
7/26/23,5:33:50,56,7/26/2023 5:33:50,7/26/2023 1:43:26,0.034360355,,,
7/26/23,5:33:51,56,7/26/2023 5:33:51,7/26/2023 1:43:27,0.034360355,,,
7/26/23,5:33:52,56,7/26/2023 5:33:52,7/26/2023 1:43:28,0.034360355,,,
7/26/23,5:33:53,56,7/26/2023 5:33:53,7/26/2023 1:43:29,0.034360355,,,
7/26/23,5:33:54,56,7/26/2023 5:33:54,7/26/2023 1:43:30,0.034360355,,,
7/26/23,5:33:55,56,7/26/2023 5:33:55,7/26/2023 1:43:31,0.034360355,,,
7/26/23,5:33:56,56,7/26/2023 5:33:56,7/26/2023 1:43:32,0.034360355,,,
7/26/23,5:33:58,56,7/26/2023 5:33:58,7/26/2023 1:43:34,0.034360355,,,
7/26/23,5:33:59,56,7/26/2023 5:33:59,7/26/2023 1:43:35,0.034360355,,,
7/26/23,5:48:50,55,7/26/2023 5:48:50,7/26/2023 1:58:26,0.034332674,,,
7/26/23,5:48:51,56,7/26/2023 5:48:51,7/26/2023 1:58:27,0.034360355,,,
7/26/23,5:48:52,56,7/26/2023 5:48:52,7/26/2023 1:58:28,0.034360355,,,
7/26/23,5:48:53,56,7/26/2023 5:48:53,7/26/2023 1:58:29,0.034360355,,,
7/26/23,5:48:54,56,7/26/2023 5:48:54,7/26/2023 1:58:30,0.034360355,,,
7/26/23,5:48:55,56,7/26/2023 5:48:55,7/26/2023 1:58:31,0.034360355,,,
7/26/23,5:48:56,56,7/26/2023 5:48:56,7/26/2023 1:58:32,0.034360355,,,
7/26/23,5:48:57,56,7/26/2023 5:48:57,7/26/2023 1:58:33,0.034360355,,,
7/26/23,5:48:59,56,7/26/2023 5:48:59,7/26/2023 1:58:35,0.034360355,,,
7/26/23,5:49:00,56,7/26/2023 5:49:00,7/26/2023 1:58:36,0.034360355,,,
7/26/23,6:03:51,55,7/26/2023 6:03:51,7/26/2023 2:13:27,0.034332674,,,
7/26/23,6:03:52,56,7/26/2023 6:03:52,7/26/2023 2:13:28,0.034360355,,,
7/26/23,6:03:53,56,7/26/2023 6:03:53,7/26/2023 2:13:29,0.034360355,,,
7/26/23,6:03:54,56,7/26/2023 6:03:54,7/26/2023 2:13:30,0.034360355,,,
7/26/23,6:03:55,56,7/26/2023 6:03:55,7/26/2023 2:13:31,0.034360355,,,
7/26/23,6:03:56,56,7/26/2023 6:03:56,7/26/2023 2:13:32,0.034360355,,,
7/26/23,6:03:57,56,7/26/2023 6:03:57,7/26/2023 2:13:33,0.034360355,,,
7/26/23,6:03:58,56,7/26/2023 6:03:58,7/26/2023 2:13:34,0.034360355,,,
7/26/23,6:04:00,56,7/26/2023 6:04:00,7/26/2023 2:13:36,0.034360355,,,
7/26/23,6:04:01,56,7/26/2023 6:04:01,7/26/2023 2:13:37,0.034360355,,,
7/26/23,6:18:52,55,7/26/2023 6:18:52,7/26/2023 2:28:28,0.034332674,,,
7/26/23,6:18:53,56,7/26/2023 6:18:53,7/26/2023 2:28:29,0.034360355,,,
7/26/23,6:18:54,56,7/26/2023 6:18:54,7/26/2023 2:28:30,0.034360355,,,
7/26/23,6:18:55,56,7/26/2023 6:18:55,7/26/2023 2:28:31,0.034360355,,,
7/26/23,6:18:56,56,7/26/2023 6:18:56,7/26/2023 2:28:32,0.034360355,,,
7/26/23,6:18:57,56,7/26/2023 6:18:57,7/26/2023 2:28:33,0.034360355,,,
7/26/23,6:18:58,56,7/26/2023 6:18:58,7/26/2023 2:28:34,0.034360355,,,
7/26/23,6:18:59,56,7/26/2023 6:18:59,7/26/2023 2:28:35,0.034360355,,,
7/26/23,6:19:01,56,7/26/2023 6:19:01,7/26/2023 2:28:37,0.034360355,,,
7/26/23,6:19:02,56,7/26/2023 6:19:02,7/26/2023 2:28:38,0.034360355,,,
7/26/23,6:33:53,55,7/26/2023 6:33:53,7/26/2023 2:43:29,0.034332674,,,
7/26/23,6:33:54,56,7/26/2023 6:33:54,7/26/2023 2:43:30,0.034360355,,,
7/26/23,6:33:55,56,7/26/2023 6:33:55,7/26/2023 2:43:31,0.034360355,,,
7/26/23,6:33:56,56,7/26/2023 6:33:56,7/26/2023 2:43:32,0.034360355,,,
7/26/23,6:33:57,56,7/26/2023 6:33:57,7/26/2023 2:43:33,0.034360355,,,
7/26/23,6:33:58,56,7/26/2023 6:33:58,7/26/2023 2:43:34,0.034360355,,,
7/26/23,6:33:59,56,7/26/2023 6:33:59,7/26/2023 2:43:35,0.034360355,,,
7/26/23,6:34:00,56,7/26/2023 6:34:00,7/26/2023 2:43:36,0.034360355,,,
7/26/23,6:34:02,56,7/26/2023 6:34:02,7/26/2023 2:43:38,0.034360355,,,
7/26/23,6:34:03,56,7/26/2023 6:34:03,7/26/2023 2:43:39,0.034360355,,,
7/26/23,6:48:54,55,7/26/2023 6:48:54,7/26/2023 2:58:30,0.034332674,,,
7/26/23,6:48:55,56,7/26/2023 6:48:55,7/26/2023 2:58:31,0.034360355,,,
7/26/23,6:48:56,56,7/26/2023 6:48:56,7/26/2023 2:58:32,0.034360355,,,
7/26/23,6:48:57,56,7/26/2023 6:48:57,7/26/2023 2:58:33,0.034360355,,,
7/26/23,6:48:58,56,7/26/2023 6:48:58,7/26/2023 2:58:34,0.034360355,,,
7/26/23,6:48:59,56,7/26/2023 6:48:59,7/26/2023 2:58:35,0.034360355,,,
7/26/23,6:49:00,56,7/26/2023 6:49:00,7/26/2023 2:58:36,0.034360355,,,
7/26/23,6:49:01,56,7/26/2023 6:49:01,7/26/2023 2:58:37,0.034360355,,,
7/26/23,6:49:03,56,7/26/2023 6:49:03,7/26/2023 2:58:39,0.034360355,,,
7/26/23,6:49:04,56,7/26/2023 6:49:04,7/26/2023 2:58:40,0.034360355,,,
7/26/23,7:03:55,55,7/26/2023 7:03:55,7/26/2023 3:13:31,0.034332674,,,
7/26/23,7:03:56,56,7/26/2023 7:03:56,7/26/2023 3:13:32,0.034360355,,,
7/26/23,7:03:57,56,7/26/2023 7:03:57,7/26/2023 3:13:33,0.034360355,,,
7/26/23,7:03:58,56,7/26/2023 7:03:58,7/26/2023 3:13:34,0.034360355,,,
7/26/23,7:03:59,56,7/26/2023 7:03:59,7/26/2023 3:13:35,0.034360355,,,
7/26/23,7:04:00,56,7/26/2023 7:04:00,7/26/2023 3:13:36,0.034360355,,,
7/26/23,7:04:01,56,7/26/2023 7:04:01,7/26/2023 3:13:37,0.034360355,,,
7/26/23,7:04:02,56,7/26/2023 7:04:02,7/26/2023 3:13:38,0.034360355,,,
7/26/23,7:04:04,56,7/26/2023 7:04:04,7/26/2023 3:13:40,0.034360355,,,
7/26/23,7:04:05,56,7/26/2023 7:04:05,7/26/2023 3:13:41,0.034360355,,,
7/26/23,7:18:56,55,7/26/2023 7:18:56,7/26/2023 3:28:32,0.034332674,,,
7/26/23,7:18:57,56,7/26/2023 7:18:57,7/26/2023 3:28:33,0.034360355,,,
7/26/23,7:18:58,56,7/26/2023 7:18:58,7/26/2023 3:28:34,0.034360355,,,
7/26/23,7:18:59,56,7/26/2023 7:18:59,7/26/2023 3:28:35,0.034360355,,,
7/26/23,7:19:00,56,7/26/2023 7:19:00,7/26/2023 3:28:36,0.034360355,,,
7/26/23,7:19:01,56,7/26/2023 7:19:01,7/26/2023 3:28:37,0.034360355,,,
7/26/23,7:19:02,56,7/26/2023 7:19:02,7/26/2023 3:28:38,0.034360355,,,
7/26/23,7:19:03,56,7/26/2023 7:19:03,7/26/2023 3:28:39,0.034360355,,,
7/26/23,7:19:05,56,7/26/2023 7:19:05,7/26/2023 3:28:41,0.034360355,,,
7/26/23,7:19:06,56,7/26/2023 7:19:06,7/26/2023 3:28:42,0.034360355,,,
7/26/23,7:33:57,55,7/26/2023 7:33:57,7/26/2023 3:43:33,0.034332674,,,
7/26/23,7:33:58,56,7/26/2023 7:33:58,7/26/2023 3:43:34,0.034360355,,,
7/26/23,7:33:59,56,7/26/2023 7:33:59,7/26/2023 3:43:35,0.034360355,,,
7/26/23,7:34:00,56,7/26/2023 7:34:00,7/26/2023 3:43:36,0.034360355,,,
7/26/23,7:34:01,56,7/26/2023 7:34:01,7/26/2023 3:43:37,0.034360355,,,
7/26/23,7:34:02,56,7/26/2023 7:34:02,7/26/2023 3:43:38,0.034360355,,,
7/26/23,7:34:03,56,7/26/2023 7:34:03,7/26/2023 3:43:39,0.034360355,,,
7/26/23,7:34:04,56,7/26/2023 7:34:04,7/26/2023 3:43:40,0.034360355,,,
7/26/23,7:34:06,56,7/26/2023 7:34:06,7/26/2023 3:43:42,0.034360355,,,
7/26/23,7:34:07,56,7/26/2023 7:34:07,7/26/2023 3:43:43,0.034360355,,,
7/26/23,7:48:58,55,7/26/2023 7:48:58,7/26/2023 3:58:34,0.034332674,,,
7/26/23,7:48:59,56,7/26/2023 7:48:59,7/26/2023 3:58:35,0.034360355,,,
7/26/23,7:49:00,56,7/26/2023 7:49:00,7/26/2023 3:58:36,0.034360355,,,
7/26/23,7:49:01,56,7/26/2023 7:49:01,7/26/2023 3:58:37,0.034360355,,,
7/26/23,7:49:02,56,7/26/2023 7:49:02,7/26/2023 3:58:38,0.034360355,,,
7/26/23,7:49:03,56,7/26/2023 7:49:03,7/26/2023 3:58:39,0.034360355,,,
7/26/23,7:49:04,56,7/26/2023 7:49:04,7/26/2023 3:58:40,0.034360355,,,
7/26/23,7:49:05,56,7/26/2023 7:49:05,7/26/2023 3:58:41,0.034360355,,,
7/26/23,7:49:07,56,7/26/2023 7:49:07,7/26/2023 3:58:43,0.034360355,,,
7/26/23,7:49:08,56,7/26/2023 7:49:08,7/26/2023 3:58:44,0.034360355,,,
7/26/23,8:03:59,55,7/26/2023 8:03:59,7/26/2023 4:13:35,0.034332674,,,
7/26/23,8:04:00,56,7/26/2023 8:04:00,7/26/2023 4:13:36,0.034360355,,,
7/26/23,8:04:01,56,7/26/2023 8:04:01,7/26/2023 4:13:37,0.034360355,,,
7/26/23,8:04:02,56,7/26/2023 8:04:02,7/26/2023 4:13:38,0.034360355,,,
7/26/23,8:04:03,56,7/26/2023 8:04:03,7/26/2023 4:13:39,0.034360355,,,
7/26/23,8:04:04,56,7/26/2023 8:04:04,7/26/2023 4:13:40,0.034360355,,,
7/26/23,8:04:05,56,7/26/2023 8:04:05,7/26/2023 4:13:41,0.034360355,,,
7/26/23,8:04:06,56,7/26/2023 8:04:06,7/26/2023 4:13:42,0.034360355,,,
7/26/23,8:04:08,56,7/26/2023 8:04:08,7/26/2023 4:13:44,0.034360355,,,
7/26/23,8:04:09,56,7/26/2023 8:04:09,7/26/2023 4:13:45,0.034360355,,,
7/26/23,8:19:00,55,7/26/2023 8:19:00,7/26/2023 4:28:36,0.034332674,,,
7/26/23,8:19:01,56,7/26/2023 8:19:01,7/26/2023 4:28:37,0.034360355,,,
7/26/23,8:19:02,56,7/26/2023 8:19:02,7/26/2023 4:28:38,0.034360355,,,
7/26/23,8:19:03,56,7/26/2023 8:19:03,7/26/2023 4:28:39,0.034360355,,,
7/26/23,8:19:04,56,7/26/2023 8:19:04,7/26/2023 4:28:40,0.034360355,,,
7/26/23,8:19:05,56,7/26/2023 8:19:05,7/26/2023 4:28:41,0.034360355,,,
7/26/23,8:19:06,56,7/26/2023 8:19:06,7/26/2023 4:28:42,0.034360355,,,
7/26/23,8:19:07,56,7/26/2023 8:19:07,7/26/2023 4:28:43,0.034360355,,,
7/26/23,8:19:09,56,7/26/2023 8:19:09,7/26/2023 4:28:45,0.034360355,,,
7/26/23,8:19:10,56,7/26/2023 8:19:10,7/26/2023 4:28:46,0.034360355,,,
7/26/23,8:34:01,55,7/26/2023 8:34:01,7/26/2023 4:43:37,0.034332674,,,
7/26/23,8:34:02,56,7/26/2023 8:34:02,7/26/2023 4:43:38,0.034360355,,,
7/26/23,8:34:03,56,7/26/2023 8:34:03,7/26/2023 4:43:39,0.034360355,,,
7/26/23,8:34:04,56,7/26/2023 8:34:04,7/26/2023 4:43:40,0.034360355,,,
7/26/23,8:34:05,56,7/26/2023 8:34:05,7/26/2023 4:43:41,0.034360355,,,
7/26/23,8:34:06,56,7/26/2023 8:34:06,7/26/2023 4:43:42,0.034360355,,,
7/26/23,8:34:07,56,7/26/2023 8:34:07,7/26/2023 4:43:43,0.034360355,,,
7/26/23,8:34:08,56,7/26/2023 8:34:08,7/26/2023 4:43:44,0.034360355,,,
7/26/23,8:34:10,56,7/26/2023 8:34:10,7/26/2023 4:43:46,0.034360355,,,
7/26/23,8:34:11,56,7/26/2023 8:34:11,7/26/2023 4:43:47,0.034360355,,,
7/26/23,8:49:02,55,7/26/2023 8:49:02,7/26/2023 4:58:38,0.034332674,,,
7/26/23,8:49:03,56,7/26/2023 8:49:03,7/26/2023 4:58:39,0.034360355,,,
7/26/23,8:49:04,56,7/26/2023 8:49:04,7/26/2023 4:58:40,0.034360355,,,
7/26/23,8:49:05,56,7/26/2023 8:49:05,7/26/2023 4:58:41,0.034360355,,,
7/26/23,8:49:06,56,7/26/2023 8:49:06,7/26/2023 4:58:42,0.034360355,,,
7/26/23,8:49:07,56,7/26/2023 8:49:07,7/26/2023 4:58:43,0.034360355,,,
7/26/23,8:49:08,56,7/26/2023 8:49:08,7/26/2023 4:58:44,0.034360355,,,
7/26/23,8:49:09,56,7/26/2023 8:49:09,7/26/2023 4:58:45,0.034360355,,,
7/26/23,8:49:11,56,7/26/2023 8:49:11,7/26/2023 4:58:47,0.034360355,,,
7/26/23,8:49:12,56,7/26/2023 8:49:12,7/26/2023 4:58:48,0.034360355,,,
7/26/23,9:04:03,56,7/26/2023 9:04:03,7/26/2023 5:13:39,0.034360355,,,
7/26/23,9:04:04,56,7/26/2023 9:04:04,7/26/2023 5:13:40,0.034360355,,,
7/26/23,9:04:05,56,7/26/2023 9:04:05,7/26/2023 5:13:41,0.034360355,,,
7/26/23,9:04:06,56,7/26/2023 9:04:06,7/26/2023 5:13:42,0.034360355,,,
7/26/23,9:04:07,56,7/26/2023 9:04:07,7/26/2023 5:13:43,0.034360355,,,
7/26/23,9:04:08,56,7/26/2023 9:04:08,7/26/2023 5:13:44,0.034360355,,,
7/26/23,9:04:09,56,7/26/2023 9:04:09,7/26/2023 5:13:45,0.034360355,,,
7/26/23,9:04:10,56,7/26/2023 9:04:10,7/26/2023 5:13:46,0.034360355,,,
7/26/23,9:04:12,56,7/26/2023 9:04:12,7/26/2023 5:13:48,0.034360355,,,
7/26/23,9:04:13,56,7/26/2023 9:04:13,7/26/2023 5:13:49,0.034360355,,,
7/26/23,9:19:04,55,7/26/2023 9:19:04,7/26/2023 5:28:40,0.034332674,,,
7/26/23,9:19:05,56,7/26/2023 9:19:05,7/26/2023 5:28:41,0.034360355,,,
7/26/23,9:19:06,56,7/26/2023 9:19:06,7/26/2023 5:28:42,0.034360355,,,
7/26/23,9:19:07,56,7/26/2023 9:19:07,7/26/2023 5:28:43,0.034360355,,,
7/26/23,9:19:08,56,7/26/2023 9:19:08,7/26/2023 5:28:44,0.034360355,,,
7/26/23,9:19:09,56,7/26/2023 9:19:09,7/26/2023 5:28:45,0.034360355,,,
7/26/23,9:19:10,56,7/26/2023 9:19:10,7/26/2023 5:28:46,0.034360355,,,
7/26/23,9:19:11,56,7/26/2023 9:19:11,7/26/2023 5:28:47,0.034360355,,,
7/26/23,9:19:13,56,7/26/2023 9:19:13,7/26/2023 5:28:49,0.034360355,,,
7/26/23,9:19:14,56,7/26/2023 9:19:14,7/26/2023 5:28:50,0.034360355,,,
7/26/23,9:34:05,55,7/26/2023 9:34:05,7/26/2023 5:43:41,0.034332674,,,
7/26/23,9:34:06,55,7/26/2023 9:34:06,7/26/2023 5:43:42,0.034332674,,,
7/26/23,9:34:07,60,7/26/2023 9:34:07,7/26/2023 5:43:43,0.034471304,,,
7/26/23,9:34:08,57,7/26/2023 9:34:08,7/26/2023 5:43:44,0.034388059,,,
7/26/23,9:34:09,58,7/26/2023 9:34:09,7/26/2023 5:43:45,0.034415785,,,
7/26/23,9:34:10,58,7/26/2023 9:34:10,7/26/2023 5:43:46,0.034415785,,,
7/26/23,9:34:11,58,7/26/2023 9:34:11,7/26/2023 5:43:47,0.034415785,,,
7/26/23,9:34:12,57,7/26/2023 9:34:12,7/26/2023 5:43:48,0.034388059,,,
7/26/23,9:34:14,58,7/26/2023 9:34:14,7/26/2023 5:43:50,0.034415785,,,
7/26/23,9:34:15,58,7/26/2023 9:34:15,7/26/2023 5:43:51,0.034415785,,,
7/26/23,9:49:06,3060,7/26/2023 9:49:06,7/26/2023 5:58:42,0.386821153,,,
7/26/23,9:49:07,3066,7/26/2023 9:49:07,7/26/2023 5:58:43,0.388696222,,,
7/26/23,9:49:08,3069,7/26/2023 9:49:08,7/26/2023 5:58:44,0.389637163,,,
7/26/23,9:49:09,3075,7/26/2023 9:49:09,7/26/2023 5:58:45,0.391525883,,,
7/26/23,9:49:10,3074,7/26/2023 9:49:10,7/26/2023 5:58:46,0.391210461,,,
7/26/23,9:49:11,3078,7/26/2023 9:49:11,7/26/2023 5:58:47,0.392473673,,,
7/26/23,9:49:12,3087,7/26/2023 9:49:12,7/26/2023 5:58:48,0.395330833,,,
7/26/23,9:49:13,3088,7/26/2023 9:49:13,7/26/2023 5:58:49,0.395649576,,,
7/26/23,9:49:15,3096,7/26/2023 9:49:15,7/26/2023 5:58:51,0.398208792,,,
7/26/23,9:49:16,3098,7/26/2023 9:49:16,7/26/2023 5:58:52,0.398851179,,,
7/26/23,10:04:07,5459,7/26/2023 10:04:07,7/26/2023 6:13:43,2.6742512,,,
7/26/23,10:04:08,5463,7/26/2023 10:04:08,7/26/2023 6:13:44,2.68288631,,,
7/26/23,10:04:09,5465,7/26/2023 10:04:09,7/26/2023 6:13:45,2.687214315,,,
7/26/23,10:04:10,5467,7/26/2023 10:04:10,7/26/2023 6:13:46,2.691549302,,,
7/26/23,10:04:11,5472,7/26/2023 10:04:11,7/26/2023 6:13:47,2.70241739,,,
7/26/23,10:04:12,5474,7/26/2023 10:04:12,7/26/2023 6:13:48,2.706776902,,,
7/26/23,10:04:13,5470,7/26/2023 10:04:13,7/26/2023 6:13:49,2.698064899,,,
7/26/23,10:04:14,5470,7/26/2023 10:04:14,7/26/2023 6:13:50,2.698064899,,,
7/26/23,10:04:16,5473,7/26/2023 10:04:16,7/26/2023 6:13:52,2.704596268,,,
7/26/23,10:04:17,5476,7/26/2023 10:04:17,7/26/2023 6:13:53,2.711143448,,,
7/26/23,10:19:08,6890,7/26/2023 10:19:08,7/26/2023 6:28:44,8.473781145,,,
7/26/23,10:19:09,6894,7/26/2023 10:19:09,7/26/2023 6:28:45,8.501142834,,,
7/26/23,10:19:10,6898,7/26/2023 10:19:10,7/26/2023 6:28:46,8.528592873,,,
7/26/23,10:19:11,6901,7/26/2023 10:19:11,7/26/2023 6:28:47,8.549238555,,,
7/26/23,10:19:12,6908,7/26/2023 10:19:12,7/26/2023 6:28:48,8.59760638,,,
7/26/23,10:19:13,6903,7/26/2023 10:19:13,7/26/2023 6:28:49,8.5630301,,,
7/26/23,10:19:14,6899,7/26/2023 10:19:14,7/26/2023 6:28:50,8.535469222,,,
7/26/23,10:19:15,6899,7/26/2023 10:19:15,7/26/2023 6:28:51,8.535469222,,,
7/26/23,10:19:17,6899,7/26/2023 10:19:17,7/26/2023 6:28:53,8.535469222,,,
7/26/23,10:19:18,6903,7/26/2023 10:19:18,7/26/2023 6:28:54,8.5630301,,,
7/26/23,10:34:09,7605,7/26/2023 10:34:09,7/26/2023 6:43:45,15.07786173,,,
7/26/23,10:34:10,7605,7/26/2023 10:34:10,7/26/2023 6:43:46,15.07786173,,,
7/26/23,10:34:11,7608,7/26/2023 10:34:11,7/26/2023 6:43:47,15.11436162,,,
7/26/23,10:34:12,7606,7/26/2023 10:34:12,7/26/2023 6:43:48,15.09001855,,,
7/26/23,10:34:13,7606,7/26/2023 10:34:13,7/26/2023 6:43:49,15.09001855,,,
7/26/23,10:34:14,7614,7/26/2023 10:34:14,7/26/2023 6:43:50,15.18762669,,,
7/26/23,10:34:15,7615,7/26/2023 10:34:15,7/26/2023 6:43:51,15.19987202,,,
7/26/23,10:34:16,7616,7/26/2023 10:34:16,7/26/2023 6:43:52,15.21212722,,,
7/26/23,10:34:18,7616,7/26/2023 10:34:18,7/26/2023 6:43:54,15.21212722,,,
7/26/23,10:34:19,7613,7/26/2023 10:34:19,7/26/2023 6:43:55,15.17539123,,,
7/26/23,10:49:10,8232,7/26/2023 10:49:10,7/26/2023 6:58:46,24.99198372,,,
7/26/23,10:49:11,8231,7/26/2023 10:49:11,7/26/2023 6:58:47,24.97184967,,,
7/26/23,10:49:12,8235,7/26/2023 10:49:12,7/26/2023 6:58:48,25.05248333,,,
7/26/23,10:49:13,8238,7/26/2023 10:49:13,7/26/2023 6:58:49,25.11312939,,,
7/26/23,10:49:14,8237,7/26/2023 10:49:14,7/26/2023 6:58:50,25.09289774,,,
7/26/23,10:49:15,8235,7/26/2023 10:49:15,7/26/2023 6:58:51,25.05248333,,,
7/26/23,10:49:16,8243,7/26/2023 10:49:16,7/26/2023 6:58:52,25.21453258,,,
7/26/23,10:49:17,8241,7/26/2023 10:49:17,7/26/2023 6:58:53,25.17392227,,,
7/26/23,10:49:19,8240,7/26/2023 10:49:19,7/26/2023 6:58:55,25.15364164,,,
7/26/23,10:49:20,8238,7/26/2023 10:49:20,7/26/2023 6:58:56,25.11312939,,,
7/26/23,11:04:11,8913,7/26/2023 11:04:11,7/26/2023 7:13:47,43.26758419,,,
7/26/23,11:04:12,8914,7/26/2023 11:04:12,7/26/2023 7:13:48,43.30246954,,,
7/26/23,11:04:13,8914,7/26/2023 11:04:13,7/26/2023 7:13:49,43.30246954,,,
7/26/23,11:04:14,8910,7/26/2023 11:04:14,7/26/2023 7:13:50,43.16309667,,,
7/26/23,11:04:15,8911,7/26/2023 11:04:15,7/26/2023 7:13:51,43.19789778,,,
7/26/23,11:04:16,8904,7/26/2023 11:04:16,7/26/2023 7:13:52,42.954878,,,
7/26/23,11:04:17,8914,7/26/2023 11:04:17,7/26/2023 7:13:53,43.30246954,,,
7/26/23,11:04:18,8911,7/26/2023 11:04:18,7/26/2023 7:13:54,43.19789778,,,
7/26/23,11:04:20,8913,7/26/2023 11:04:20,7/26/2023 7:13:56,43.26758419,,,
7/26/23,11:04:21,8918,7/26/2023 11:04:21,7/26/2023 7:13:57,43.44229245,,,
7/26/23,11:19:12,9321,7/26/2023 11:19:12,7/26/2023 7:28:48,60.11319175,,,
7/26/23,11:19:13,9325,7/26/2023 11:19:13,7/26/2023 7:28:49,60.30729618,,,
7/26/23,11:19:14,9324,7/26/2023 11:19:14,7/26/2023 7:28:50,60.2587114,,,
7/26/23,11:19:15,9329,7/26/2023 11:19:15,7/26/2023 7:28:51,60.50202738,,,
7/26/23,11:19:16,9336,7/26/2023 11:19:16,7/26/2023 7:28:52,60.84432119,,,
7/26/23,11:19:17,9326,7/26/2023 11:19:17,7/26/2023 7:28:53,60.35592014,,,
